267,1.092,-0.124,-1.269,-0.602,-0.94,-0.39,0.711,-0.459,-0.513,-1.829,0.804,1.427,-1.496,-0.026,1.182,0.315,-1.748,0.155,-1.853,-0.417
268,1.089,-1.553,1.314,0.371,0.522,-0.467,-0.263,-1.646,1.532,0.241,-0.932,1.724,0.508,-0.409,0.511,-0.363,-0.548,-0.578,0.475,0.069
269,-1.541,0.383,1.437,0.678,-0.893,-1.592,-0.306,0.056,1.399,-1.453,-0.183,-1.165,0.961,-1.333,0.402,1.807,-1.035,-0.251,-1.203,0.201
270,0.155,-2.908,0.09,-1.169,-0.193,-0.591,-1.013,2.061,-1.503,0.257,-0.031,-0.95,1.265,-1.114,1.159,-0.111,-0.35,0.179,-0.197,0.655
271,-0.152,0.577,-0.043,1.025,1.165,-0.531,0.172,1.798,0.945,-1.307,-0.462,0.337,-0.805,0.251,0.838,1.107,-0.126,-0.102,-1.652,0.59
272,-0.739,-1.149,-0.302,-0.421,0.777,-0.594,-0.288,0.004,0.394,0.053,0.365,-1.841,0.421,-0.964,-0.586,1.434,-0.386,-0.456,-0.627,0.989
273,2.151,2.412,-1.496,-1.265,0.072,-0.71,-0.844,0.427,1.274,1.464,-1.064,2.129,1.842,2.171,-0.275,-0.822,0.77,1.057,3.002,-0.906
274,-0.367,-0.886,-1.222,0.531,1.881,-0.541,-0.83,0.084,-0.185,1.375,-1.253,0.455,1.132,-0.715,-0.94,-0.143,-1.31,-0.054,0.954,0.853
275,-0.116,0.795,-0.254,0.065,-0.094,-1.126,0.443,-0.095,-2.094,1.13,-0.513,0.501,0.154,1.221,-0.239,0.209,1.762,-0.356,1.311,1.454
276,-0.632,0.747,-0.237,0.204,-0.655,-0.228,-1.652,-1.554,-0.987,-1.214,-0.076,-0.598,0.763,-1.056,-1.979,-0.466,2.133,-1.113,-0.441,0.675
277,-0.685,0.812,0.987,0.491,-0.801,0.899,0.257,-0.21,-0.106,0.639,-1.107,-1.264,-0.863,0.759,-0.644,0.635,2.165,-0.126,-0.91,-0.682
278,1.611,-0.033,0.452,-0.553,1.653,1.01,1.041,0.109,1.091,0.421,-0.732,-2.406,-1.651,1.272,0.414,-0.3,-0.183,-0.078,1.151,0.526
279,0.975,-0.671,0.075,-0.759,1.136,-0.075,-0.175,-0.736,-0.326,-0.679,-0.637,1.018,-0.378,0.368,1.738,-2.135,-0.382,0.08,0.412,0.766
280,-0.973,-1.075,-0.333,0.821,0.742,-0.95,0.24,-0.325,0.185,-1.126,-1.035,0.054,-0.365,-0.912,1.325,-1.151,-1.247,-0.501,1.582,-0.108
281,0.117,0.91,0.423,-1.07,-0.499,0.589,-1.63,-0.501,-1.78,0.586,-0.65,2.409,0.891,1.152,0.569,-0.487,-1.005,0.121,0.153,0.297
282,-2.052,-0.854,-0.258,1.063,0.832,-1.708,1.441,1.521,0.227,0.752,-0.666,-1.265,-0.453,2.148,0.672,-0.941,-0.496,-1.007,-2.473,1.803
283,-1.312,0.408,0.45,1.011,-0.873,-0.991,-0.19,-1.753,1.123,0.586,-0.063,1.445,-0.301,0.743,-2.786,-0.33,0.089,1.182,0.346,-0.492
284,-1.364,-1.459,-0.574,-1.038,-0.418,1.276,0.037,0.198,2.313,-0.568,0.56,0.782,0.136,0.521,-1.526,-0.534,0.856,-0.877,-0.048,0.457
285,-0.949,-0.77,-0.845,1.538,-0.515,-1.546,-0.552,1.275,-0.467,0.037,0.969,0.882,-0.788,0.29,0.339,1.64,-0.346,0.887,1.48,-0.652
286,-0.929,0.628,-0.365,1.031,0.01,1.805,-1.207,-0.701,-0.025,-1.339,0.016,-1.262,-2.226,-1.967,-1.241,-0.358,-0.051,-2.472,1.493,-0.829
287,0.446,-2.341,0.114,-0.175,-0.207,-0.906,0.102,1.568,0.266,0.285,0.3,0.265,0.609,0.567,1.286,0.061,-0.021,0.16,0.236,-0.724
288,0.06,0.453,0.761,1.328,2.114,0.552,1.056,0.228,0.329,-1.621,-1.241,-0.903,0.474,0.915,0.722,-0.372,0.593,0.071,-0.469,2.161
289,-1.208,0.706,1.64,-0.6,-0.444,0.933,2.203,0.788,0.092,-0.947,-1.185,0.636,0.292,0.342,0.327,0.206,0.287,1.196,-1.161,-1.668
290,-0.489,1.011,1.015,0.664,-0.026,1.284,-0.705,-0.226,0.037,0.771,0.86,0.427,-0.179,1.489,1.637,-2.485,1.739,-1.3,-0.904,0.04
291,-1.277,-0.105,0.131,1.061,0.517,-1.333,0.568,0.19,0.715,-0.179,0.789,-0.068,-0.734,-2.956,2.346,0.011,0.072,-0.672,-1.01,0.849
292,0.308,-1.21,1.066,0.849,-0.764,-0.073,0.019,-0.016,-1.459,-0.383,0.007,0.193,0.546,-0.77,0.737,0.905,-2.13,-1.304,-0.874,0.218
293,1.251,0.775,-1.005,0.187,-0.495,0.759,-0.237,1.873,-0.029,0.523,-0.589,-0.422,0.165,0.273,-0.407,1.763,0.825,0.499,0.066,-0.53
294,0.416,-1.153,-0.643,-0.726,-0.028,-0.311,-0.544,-0.256,-1.592,-1.438,0.365,0.968,-1.156,0.104,-0.355,1.123,-0.992,0.331,0.167,1.23
295,0.854,-0.994,-2.325,0.837,-0.485,0.757,-0.465,-0.568,0.747,0.019,-0.662,0.303,-2.534,1.224,-0.879,0.421,0.087,-0.23,0.442,-0.858
296,0.244,-0.893,1.164,-0.521,-0.828,0.058,0.167,-0.86,-1.45,2.118,0.656,1.505,0.332,-2.56,-0.014,1.478,-1.317,1.15,-0.815,-0.538
297,1.002,-0.057,-0.621,0.896,0.3,-0.113,1.49,1.443,-0.244,0.116,-0.812,0.412,-1.219,0.302,-1.226,1.319,-0.704,-0.135,1.106,0.599
298,-1.395,1.821,0.033,1.123,0.182,-0.314,0.593,0.752,-0.721,-0.412,0.659,-0.026,0.709,-0.8,0.176,0.736,1.237,-0.819,0.21,0.898
299,2.053,1.009,0.823,0.351,-0.384,-0.527,-0.958,-0.949,-0.197,-0.025,-0.357,3.685,-0.221,0.966,0.031,-1.087,0.996,-0.312,1.124,0.646
300,1.065,-1.237,-0.499,1.607,-0.107,-0.738,0.716,2.031,-1.305,-2.066,-2.072,-1.597,1.441,-0.29,-0.929,1.965,0.376,-0.82,-1.613,0.664
301,0.474,-0.119,0.272,0.335,-1.513,0.385,-1.265,0.111,-0.392,1.694,1.362,-0.896,0.023,1.195,0.763,0.188,-1.17,1.592,1.423,0.144
302,-0.377,1.176,-1.72,0.825,-1.533,0.739,-0.374,-0.004,-0.123,1.142,1.492,0.137,0.9,-0.366,1.623,-1.342,0.757,-1.629,1.285,-1.003
303,0.197,0.729,0.403,-1.446,1.095,1.564,-0.314,-0.078,-0.608,0.075,0.711,0.578,-0.273,0.827,1.038,0.197,0.159,-1.077,0.344,0.409
304,-0.941,-2.341,-1.624,-1.08,-1.458,-0.797,-0.76,0.087,2.186,-1.239,0.08,-0.477,2.12,1.985,-0.72,-0.877,0.144,-0.725,0.756,0.389
305,-1.328,0.238,0.181,-0.712,0.3,0.788,0.333,0.281,0.489,0.865,-0.203,0.94,0.564,0.585,-2.769,1.36,-0.235,0.797,0.194,-0.058
306,-1.435,0.933,0.422,-0.456,-0.164,2.088,-0.118,0.231,-0.043,0.67,-2.705,0.257,-1.775,-1.437,0.288,-0.446,-0.862,0.223,-0.223,-0.125
307,0.013,-0.064,-1.212,2.331,0.155,1.497,-0.781,-1.936,-0.438,0.891,0.657,0.589,0.483,0.613,-0.14,-0.386,-1.235,-1.098,0.523,0.742
308,0.16,-0.244,-0.306,-0.382,-0.896,1.44,0.844,-0.845,-0.581,0.235,-0.574,-0.441,-0.485,0.383,0.101,0.639,0.675,1.828,0.403,-0.044
309,1.091,0.151,-0.691,-1.709,0.51,-0.766,-1.257,0.941,0.309,-0.824,0.628,0.189,0.274,-0.601,-0.625,-0.628,-0.918,-1.535,0.855,-0.621
310,0.425,-0.413,0.75,0.4,-0.157,-0.45,0.927,-0.275,0.153,-0.123,-0.545,0.236,0.754,-0.295,1.323,-0.091,0.354,-1.274,1.729,1.31
311,0.561,-0.067,1.077,-1.45,-2.143,0.689,1.543,0.07,-0.484,-0.683,0.35,0.546,-0.311,0.008,0.323,0.731,0.847,-1.517,0.148,-0.04
312,1.487,-0.046,1.036,0.12,2.128,0.821,1.099,1.286,-1.086,-0.035,0.691,0.256,0.441,0.931,-0.318,-1.408,-0.964,0.717,-0.369,-1.441
313,0.574,0.448,-0.14,-0.932,1.593,0.263,-1.092,0.343,-1.361,0.939,-0.428,-0.237,-0.908,-1.088,1.806,1.121,-0.701,0.529,-0.335,1.55
314,-0.136,1.431,-0.017,0.446,-0.217,-0.513,-0.736,-0.043,-1.087,-0.827,1.271,-0.449,2.143,-0.152,0.292,-0.448,0.327,-0.881,-0.848,-0.272
315,-0.223,2.117,0.329,1.787,-0.658,-0.147,-1.573,-0.026,2.316,1.043,0.147,0.396,0.503,1.21,1.009,1.629,0.834,-0.614,-1.686,-1.759
316,-0.396,-0.734,-0.117,0.733,-2.2,0.039,0.496,1.198,-0.085,0.077,-0.889,1.526,0.838,-0.659,-0.205,-0.835,-0.744,0.074,-0.52,-0.412
317,0.733,-0.572,-0.287,0.571,1.528,0.23,1.058,2.116,0.529,-1.496,0.582,-2.415,1.385,-1.623,-0.357,0.296,-1.354,0.854,-0.416,2.242
318,-0.872,-1.19,-0.349,0.012,0.637,-0.06,-1.769,-0.058,1.007,1.288,-2.779,-0.761,0.627,0.875,0.635,-1.536,-0.51,-0.136,1.07,0.074
319,-0.42,-0.499,-0.153,0.678,-0.245,1.342,0.353,-0.78,2.315,-1.053,0.406,-1.21,-0.188,2.384,-1.079,-1.32,0.042,-0.797,-2.042,-0.928
320,-0.827,-0.599,-0.819,-0.803,-1.685,-0.258,1.494,-0.691,-0.153,0.725,-0.353,-1.6,-0.599,-0.04,-1.063,-0.384,-0.612,-1.647,0.434,-1.782
321,-0.095,0.019,0.027,1.492,-0.697,-0.233,-0.193,0.115,0.437,-0.132,0.209,0.983,-0.232,-1.394,-0.258,-0.136,0.182,0.886,2.345,0.186
322,0.336,-0.39,-0.838,-2.105,0.965,-0.006,-0.58,-0.396,-0.057,1.308,-0.021,-0.198,0.547,0.024,1.128,1.311,0.324,0.358,0.466,1.532
323,-0.698,-1.681,0.625,-1.131,0.582,1.133,0.339,-1.181,2.326,0.824,0.197,-0.575,-1.561,-1.266,0.109,0.481,0.117,1.856,1.659,0.487
324,0.123,1.118,0.838,1.687,0.691,0.713,-1.058,-0.064,0.048,1.355,0.317,1.935,-0.453,-0.265,-0.868,-1.372,0.988,0.471,0.258,1.259
325,0.478,-0.728,-0.093,-1.133,-1.255,0.365,-1.321,-1.076,2.03,0.775,0.131,-0.132,-0.53,-1.178,1.604,-2.278,0.34,0.866,1.124,0.867
326,-1.113,0.85,-0.886,0.796,0.288,-1.78,1.14,0.659,0.968,-0.479,-0.902,1.259,-0.329,0.942,-1.262,0.34,-0.337,-0.097,-1.853,1.038
327,-1.065,-0.026,0.399,-0.895,0.046,-1.555,-0.794,1.843,0.609,1.01,0.236,0.064,-0.233,0.298,1.57,-0.954,1.526,-0.415,2.408,-0.546
328,-0.184,0.009,-0.638,-0.873,0.231,0.345,-0.77,1.798,-1.813,-1.257,-1.151,1.775,0.62,0.975,1.193,0.498,0.579,1.73,-1.604,-0.96
329,0.734,-0.152,0.266,-0.579,0.354,-1.059,0.991,-0.847,-1.032,1.214,-0.801,-1.122,-0.969,-1.369,-1.779,0.574,0.44,0.591,-0.889,-0.513
330,0.422,0.109,-0.832,-2.483,1.133,-1.433,-1.048,-1.375,0.024,-1.163,0.972,1.074,1.638,-0.965,0.108,-0.631,-0.467,-0.383,0.728,0.581
331,-0.204,2.126,-0.52,-1.594,-0.302,-0.627,0.03,2.023,-0.405,1.491,-0.325,-0.93,1.082,0.327,0.435,0.824,1.524,0.642,-0.377,-1.856
332,0.606,-0.455,-1.001,-0.121,-1.342,0.249,-1.245,0.098,1.072,-1.313,0.534,-1.627,-0.687,-1.027,0.061,1.223,0.483,1.792,-2.714,-0.717
333,-0.447,-0.621,0.185,-2.117,1.494,-2.485,-0.617,1.68,-0.185,-0.434,0.025,0.047,0.775,1.749,-0.038,1.365,-0.76,0.782,0.64,0.335
334,-0.659,-0.05,-1.187,2.731,0.777,2.505,-0.495,0.821,1.048,0.071,0.007,0.497,-0.289,-0.438,-0.699,0.565,0.107,1.107,0.318,0.953
335,-0.471,-0.704,-1.2,1.089,0.101,-0.657,2.368,-1.781,0.075,1.054,-0.809,1.083,0.444,-0.198,-2.698,-1.439,-1.006,-1.764,0.108,0.552
336,-0.429,2.37,0.632,-0.922,-0.061,0.524,-1.746,1.146,0.111,1.303,0.76,0.518,2.087,-1.705,-1.11,-1.687,-0.641,-1.065,-0.379,0.287
337,1.622,-1.015,-0.825,-0.083,-0.134,-1.04,0.838,-0.262,0.751,0.156,-0.527,1.099,1.139,-1.247,0.497,-0.843,-1.975,-0.22,1.024,-1.185
338,0.29,-0.387,-1.432,1.396,1.546,-1.328,0.805,-1.461,0.613,2.267,-0.118,-0.543,-0.089,-1.056,0.749,-0.083,-0.114,-0.023,-0.376,0.429
339,0.396,-1.292,0.326,1.826,-0.803,-1.786,0.685,-0.354,1.158,-2.24,-0.821,1.717,-0.58,0.863,0.934,-0.453,-1.198,-0.213,0.39,-0.596
340,-0.571,-1.164,-0.437,0.748,-0.752,0.974,1.231,2.66,-0.721,-0.697,2.289,1.353,0.18,0.494,-0.923,-1.167,-0.173,1.033,-0.929,-0.469
341,-0.942,-1.341,1.368,-1.069,-0.334,-1.689,0.233,0.824,-0.576,-1.208,-1.164,-0.053,-0.021,-1.13,-0.298,-0.411,-0.85,-1.618,-0.053,0.04
342,-0.11,-0.129,-0.569,-0.107,0.026,0.916,-0.577,-1.019,-0.883,0.392,-1.108,1.785,-0.478,1.979,1.179,-0.701,-0.467,0.845,-1.137,-0.58
343,-1.361,2.119,0.071,0.109,-0.017,1.369,-1.193,0.952,-1.448,0.405,0.199,0.051,-1.496,-1.306,0.024,-0.263,0.811,0.225,-1.665,0.622
344,-0.638,0.295,0.515,-1.137,0.978,0.464,1.091,0.65,0.05,-2.235,-1.658,0.134,1.268,0.411,0.059,0.07,-1.514,-0.425,1.193,-0.441
345,-0.619,-0.582,-0.488,-1.416,0.28,-1.278,0.293,0.733,-0.359,-0.123,-1.671,2.092,0.504,-2.473,1.402,1.156,-0.156,-0.822,-0.261,1.041
346,-0.716,0.52,0.99,-0.017,0.115,0.08,-0.116,-0.429,0.886,-0.101,0.276,-1.292,0.273,-0.394,-1.034,-0.664,0.71,0.111,-1.575,-0.267
347,-0.324,0.905,-0.985,-0.508,1.391,-0.327,0.513,-0.162,1.253,1.308,0.629,0.868,-0.779,0.37,2.368,-0.18,-3.444,0.528,1.648,-0.486
348,0.501,-1.611,0.997,1.322,2.653,2.821,-1.018,0.466,0.616,-0.355,1.041,-0.142,1.021,-0.203,-0.321,1.427,-0.379,0.025,-0.326,1.85
349,2.492,1.799,-1.263,0.683,-0.291,1.72,-0.999,1.177,0.208,2.516,0.187,-0.049,0.123,-1.079,0.435,-0.62,-1.879,2.374,0.347,0.735
350,0.282,-1.621,0.18,-0.219,0.365,0.151,0.953,0.97,-0.332,0.565,-0.041,1.423,1.614,0.671,0.347,0.962,1.493,2.044,-0.466,-0.902
351,1.34,0.028,-1.069,1.316,-0.385,-0.369,0.859,0.005,0.43,1.469,0.738,-1.244,-0.252,-1.382,-1.228,-1.058,0.274,1.177,2.077,-1.255
352,-1.569,-0.661,-1.001,0.498,-0.154,1.234,-0.488,-0.412,0.94,-0.447,0.32,1.9,-0.845,1.448,0.02,-2.66,-0.189,2.196,-1.248,-0.111
353,-2.119,-0.102,1.969,-0.013,0.583,-0.563,-0.333,0.144,0.053,-0.462,0.904,-0.453,1.738,0.862,-1.287,-1.035,0.915,-2.091,-0.974,0.645
354,0.153,0.782,-1.253,-2.502,0.592,-0.414,-1.352,0.896,-0.662,1.444,0.178,1.52,0.088,0.07,-0.449,-1.007,0.682,1.061,2.306,0.994
355,0.062,-0.721,-1.265,-1.738,1.214,1.523,-0.204,-2.257,0.535,-1.672,0.175,-0.711,-0.633,-1.125,0.903,0.789,-0.309,0.182,0.769,0.285
356,0.994,1.326,0.447,-0.814,0.64,1.134,-2.478,0.684,-0.874,-0.627,0.213,0.603,1.401,-0.481,-0.406,1.45,0.074,-0.955,-1.595,0.371
357,-0.67,-2.28,-0.084,1.849,0.861,0.218,0.088,-0.948,-0.995,-1.227,1.013,-1.081,0.23,-1.492,0.196,-0.455,-1.415,-0.651,-0.223,0.949
358,0.046,-0.881,0.392,0.275,0.468,-0.391,-0.404,1.384,0.081,-0.129,1.425,-0.076,-0.971,0.18,0.991,0.01,-0.46,1.371,1.028,-1.675
359,0.242,-0.382,-0.625,-0.271,0.111,0.366,1.009,-0.865,-2.009,0.075,-0.348,0.297,-0.553,0.967,-0.106,-2.136,-0.295,-1,1.078,-0.959
360,0.037,-1.01,-1.672,-0.529,0.865,1.039,0.104,0.125,0.681,-1.562,-0.692,-1.431,1.687,-0.356,0.667,-1.231,0.054,1.256,0.788,-0.977
361,-0.269,0.053,0.364,-1.564,1.348,-0.252,0.761,-2.087,0.713,-1.208,0.463,1.388,0.52,1.09,0.862,-0.225,1.095,1.768,0.744,-0.537
362,0.15,0.144,0.368,-0.857,0.352,-1.758,-0.341,-0.958,0.261,-0.675,0.855,0.432,0.882,-0.973,1.153,-1.091,0.886,0.86,-1.15,0.586
363,-1.207,0.196,1.776,0.295,-0.295,0.287,0.577,1.321,-0.136,-0.637,0.092,2.351,-0.581,-1.322,0.041,0.517,0.988,0.405,1.08,-1.251
364,-1.331,-1.917,0.222,-1.076,-0.658,0.507,-0.694,1.935,1.369,-0.359,-2.211,0.505,-0.112,-1.842,0.584,0.542,-2.142,0.991,1.36,0.238
365,-1.334,-1.373,0.957,-1.866,0.007,-0.581,-2.437,0.868,0.974,-1.51,1.41,1.52,1.176,-0.106,0.265,1.797,0.099,-0.607,-1.364,-0.4
366,-0.488,-0.349,1.508,-1.609,0.248,-0.454,1.054,0.206,0.428,2.162,-0.124,0.864,-0.73,-0.194,0.497,-0.462,-0.06,-1.339,-1.229,-1.231
367,-0.547,0.118,-0.309,-0.597,-0.334,-2.063,-0.202,1.982,0.87,-0.24,-0.269,0.854,-0.609,0.211,0.948,-1.455,0.072,-1.026,-0.094,0.817
368,-1.313,-1.709,-1.793,-1.806,0.626,-1.68,-1.475,0.375,1.84,-1.215,-0.759,0.602,0.427,-0.668,-0.28,0.786,0.604,-0.159,0.647,-0.174
369,1.081,0.475,1.078,-1,-1.133,1.679,-0.036,-2.689,0.468,0.049,0.188,-1.392,-0.101,0.524,-0.467,1.364,1.601,0.154,0.373,-1.401
370,-1.073,-1.742,0.844,-0.466,0.441,0.554,-0.056,1.38,0.385,1.02,-0.865,-1.324,0.773,0.113,-0.139,-1.021,-0.744,-1.432,-2.441,-0.106
371,-2.091,0.404,1.08,-1.355,-1.334,1.146,-2.501,0.405,-0.233,0.323,-0.619,-1.249,-1.895,2.082,2.003,0.168,0.119,-0.177,-0.465,-0.787
372,-0.166,-0.074,0.083,0.784,0.787,-0.05,-1.24,0.053,-1.646,0.78,-0.202,0.496,-0.886,-1.489,-1.755,-1.66,-1.565,-0.362,-0.445,0.609
373,0.246,0.25,-0.453,-0.214,0.176,-0.509,-1.719,0.584,-0.966,0.013,-1.065,-0.913,0.255,2.95,1.969,-0.674,1.495,-0.13,-0.165,-0.176
374,1.348,0.161,0.859,-2.344,0.078,0.377,-0.519,-1.712,0.678,0.748,-0.601,-0.9,-2.064,1.742,-0.726,0.559,-0.178,0.484,-0.491,1.517
375,-0.95,1.981,0.083,0.993,0.592,0.751,-0.175,0.04,1.239,0.54,0.92,-0.05,0.365,0.333,0.531,-0.19,-0.696,0.76,-0.458,-0.167
376,-0.365,0.33,-0.261,-1.258,1.106,-2.407,-1.577,-0.368,1.335,-0.515,1.456,0.006,-0.776,0.04,0.658,1.747,1.843,0.346,0.388,-1.049
377,-0.81,1.61,-1.055,-0.235,-0.52,0.253,-1.805,0.62,-0.572,0.915,1.01,-1.42,0.56,0.584,-1.194,0.571,1.058,-0.598,0.017,0.412
378,0.269,-1.345,0.778,0.968,0.384,-0.152,-0.192,-2.979,1.398,-0.469,-0.5,-0.244,2.247,0.176,0.637,0.439,-0.773,-0.83,-1.328,0.074
379,0.391,-2.367,0.079,0.071,-0.768,-0.651,-2.107,-0.173,1.27,-0.162,-0.354,-1.859,-1.471,-0.211,1.037,0.505,-0.407,-0.167,1.657,0.346
380,0.328,0.206,1.077,-1.563,0.657,-0.421,-1.705,-0.761,0.32,0.557,0.91,-0.056,-0.511,-0.543,-0.051,-0.208,1.275,-2.054,-0.977,-0.2
381,-0.434,-0.069,-0.791,0.742,0.002,1.241,1.363,-1.129,-0.138,1.036,-0.262,0.897,-0.022,1.595,0.659,0.844,0.455,0.628,-0.319,0.383
382,-1.137,0.759,1.019,-0.185,1.327,1.222,0.166,-0.345,-1.612,-1.024,0.09,-0.083,-0.083,1.458,-0.037,0.199,0.08,0.478,-0.889,-0.382
383,0.791,-0.705,-0.443,0.854,-0.868,-0.339,-0.319,0.695,-0.625,0.484,-0.188,-0.125,-1.719,1.622,2.414,0.557,-0.289,-0.508,-1.603,0.593
384,0.519,0.128,0.338,-1.1,1.226,-0.805,0.827,-0.521,-0.042,-1.328,0.891,-1.364,0.225,-0.363,1.209,-1.193,-0.99,-1.684,-0.709,0.519
385,-0.808,0.633,-1.623,0.531,-0.563,0.809,0.279,-0.222,-1.33,2.11,0.683,1.327,-0.372,-0.502,0.641,-0.423,-1.014,1.648,-0.853,-1.334
386,2.116,0.493,0.48,-1.986,1.065,-0.249,1.38,0.326,2.111,0.234,-1.005,-0.794,0.358,-1.113,1.217,0.254,1.298,0.039,-0.229,-0.764
387,-0.021,-2,-1.627,1.362,0.333,-0.03,0.091,-0.435,0.913,0.623,1.248,-0.013,2.497,-0.268,0.772,0.242,-0.368,0.068,0.699,1.616
388,1.659,-0.806,0.648,-0.417,-0.797,-0.19,-2.738,-0.494,-0.849,2.433,-1.845,-0.646,-0.071,0.203,-0.26,0.235,-0.44,1.818,-1.617,2.235
389,-1.167,0.623,0.701,-0.095,0.562,-0.106,-0.947,-0.695,2.001,0.695,2.003,-2.201,-1.528,-1.354,-1.157,0.813,1.046,1.812,-0.197,1.135
390,0.631,1.239,-1.424,1.825,-1.073,-0.221,-0.086,-0.987,0.371,-0.801,0.558,-1.822,-1.188,0.053,-0.843,-0.387,1.148,0.473,-0.193,-1.177
391,-0.569,-0.029,-1.001,0.266,-1.283,-1.296,1.736,2.379,1.388,-1.006,-1.833,-0.888,-0.903,0.115,-1.622,-0.075,0.693,-0.858,-1.24,-0.107
392,0.245,-0.898,2.002,-1.521,-1.455,-0.669,0.302,0.951,-2.434,0.052,0.24,0.291,0.239,0.867,0.342,0.489,1.656,-1.18,0.71,0.615
393,0.259,0.478,-0.76,0.321,-0.214,-1.214,2.227,0.754,0.202,-0.96,1.412,-0.862,0.872,-0.975,0.768,0.336,-1.372,-0.443,0.189,1.061
394,1.736,1.38,1.091,0.103,-0.826,-0.317,0.933,-2.125,-0.395,-0.506,0.471,0.756,-1.018,0.198,-0.32,-2.192,0.167,0.645,-2.306,0.48
395,0.692,-0.607,0.04,-0.919,-0.021,0.506,-1.354,-0.268,-0.456,-0.536,-0.165,0.736,0.597,-1.16,-0.139,0.027,-0.798,0.823,1.018,-1.651
396,0.129,-0.477,-0.144,-0.235,-1.231,-3.411,0.64,0.549,-1.355,0.274,0.182,1.326,0.048,0.277,0.413,-0.042,1.826,-0.404,-0.738,0.558
397,-1.783,0.453,0.121,0.406,-0.86,-0.04,-0.867,-0.026,0.423,-1.417,0.736,1.61,-1.135,0.554,-0.377,0.504,1.107,-0.412,-1.282,0.479
398,-1.68,0.013,0.202,1.077,-0.097,0.665,0.432,0.552,-1.814,-0.196,0.538,0.616,-0.481,-0.972,1.154,-0.118,-0.716,-0.976,0.726,1.091
399,0.629,-1.229,-2.187,0.552,-0.322,0.4,-0.77,0.36,0.674,0.415,-1.123,0.159,0.238,-1.859,0.86,0.758,-0.856,0.798,-1.752,-1.703
400,-0.508,-0.967,0.563,-1.541,-0.87,0.73,-1.338,1.62,0.059,-0.521,-0.699,-0.353,-0.53,-1.133,-0.829,-2.557,0.265,-1.029,0.344,1.368
