285,-1.546,-0.552,1.538,0.29,0.339,1.64,-0.515,-0.652,0.969,0.882
286,1.805,-1.207,1.031,-1.967,-1.241,-0.358,0.01,-0.829,0.016,-1.262
287,-0.906,0.102,-0.175,0.567,1.286,0.061,-0.207,-0.724,0.3,0.265
288,0.552,1.056,1.328,0.915,0.722,-0.372,2.114,2.161,-1.241,-0.903
289,0.933,2.203,-0.6,0.342,0.327,0.206,-0.444,-1.668,-1.185,0.636
290,1.284,-0.705,0.664,1.489,1.637,-2.485,-0.026,0.04,0.86,0.427
291,-1.333,0.568,1.061,-2.956,2.346,0.011,0.517,0.849,0.789,-0.068
292,-0.073,0.019,0.849,-0.77,0.737,0.905,-0.764,0.218,0.007,0.193
293,0.759,-0.237,0.187,0.273,-0.407,1.763,-0.495,-0.53,-0.589,-0.422
294,-0.311,-0.544,-0.726,0.104,-0.355,1.123,-0.028,1.23,0.365,0.968
295,0.757,-0.465,0.837,1.224,-0.879,0.421,-0.485,-0.858,-0.662,0.303
296,0.058,0.167,-0.521,-2.56,-0.014,1.478,-0.828,-0.538,0.656,1.505
297,-0.113,1.49,0.896,0.302,-1.226,1.319,0.3,0.599,-0.812,0.412
298,-0.314,0.593,1.123,-0.8,0.176,0.736,0.182,0.898,0.659,-0.026
299,-0.527,-0.958,0.351,0.966,0.031,-1.087,-0.384,0.646,-0.357,3.685
300,-0.738,0.716,1.607,-0.29,-0.929,1.965,-0.107,0.664,-2.072,-1.597
301,0.385,-1.265,0.335,1.195,0.763,0.188,-1.513,0.144,1.362,-0.896
302,0.739,-0.374,0.825,-0.366,1.623,-1.342,-1.533,-1.003,1.492,0.137
303,1.564,-0.314,-1.446,0.827,1.038,0.197,1.095,0.409,0.711,0.578
304,-0.797,-0.76,-1.08,1.985,-0.72,-0.877,-1.458,0.389,0.08,-0.477
305,0.788,0.333,-0.712,0.585,-2.769,1.36,0.3,-0.058,-0.203,0.94
306,2.088,-0.118,-0.456,-1.437,0.288,-0.446,-0.164,-0.125,-2.705,0.257
307,1.497,-0.781,2.331,0.613,-0.14,-0.386,0.155,0.742,0.657,0.589
308,1.44,0.844,-0.382,0.383,0.101,0.639,-0.896,-0.044,-0.574,-0.441
309,-0.766,-1.257,-1.709,-0.601,-0.625,-0.628,0.51,-0.621,0.628,0.189
310,-0.45,0.927,0.4,-0.295,1.323,-0.091,-0.157,1.31,-0.545,0.236
311,0.689,1.543,-1.45,0.008,0.323,0.731,-2.143,-0.04,0.35,0.546
312,0.821,1.099,0.12,0.931,-0.318,-1.408,2.128,-1.441,0.691,0.256
313,0.263,-1.092,-0.932,-1.088,1.806,1.121,1.593,1.55,-0.428,-0.237
314,-0.513,-0.736,0.446,-0.152,0.292,-0.448,-0.217,-0.272,1.271,-0.449
315,-0.147,-1.573,1.787,1.21,1.009,1.629,-0.658,-1.759,0.147,0.396
316,0.039,0.496,0.733,-0.659,-0.205,-0.835,-2.2,-0.412,-0.889,1.526
317,0.23,1.058,0.571,-1.623,-0.357,0.296,1.528,2.242,0.582,-2.415
318,-0.06,-1.769,0.012,0.875,0.635,-1.536,0.637,0.074,-2.779,-0.761
319,1.342,0.353,0.678,2.384,-1.079,-1.32,-0.245,-0.928,0.406,-1.21
320,-0.258,1.494,-0.803,-0.04,-1.063,-0.384,-1.685,-1.782,-0.353,-1.6
321,-0.233,-0.193,1.492,-1.394,-0.258,-0.136,-0.697,0.186,0.209,0.983
322,-0.006,-0.58,-2.105,0.024,1.128,1.311,0.965,1.532,-0.021,-0.198
323,1.133,0.339,-1.131,-1.266,0.109,0.481,0.582,0.487,0.197,-0.575
324,0.713,-1.058,1.687,-0.265,-0.868,-1.372,0.691,1.259,0.317,1.935
325,0.365,-1.321,-1.133,-1.178,1.604,-2.278,-1.255,0.867,0.131,-0.132
326,-1.78,1.14,0.796,0.942,-1.262,0.34,0.288,1.038,-0.902,1.259
327,-1.555,-0.794,-0.895,0.298,1.57,-0.954,0.046,-0.546,0.236,0.064
328,0.345,-0.77,-0.873,0.975,1.193,0.498,0.231,-0.96,-1.151,1.775
329,-1.059,0.991,-0.579,-1.369,-1.779,0.574,0.354,-0.513,-0.801,-1.122
330,-1.433,-1.048,-2.483,-0.965,0.108,-0.631,1.133,0.581,0.972,1.074
331,-0.627,0.03,-1.594,0.327,0.435,0.824,-0.302,-1.856,-0.325,-0.93
332,0.249,-1.245,-0.121,-1.027,0.061,1.223,-1.342,-0.717,0.534,-1.627
333,-2.485,-0.617,-2.117,1.749,-0.038,1.365,1.494,0.335,0.025,0.047
334,2.505,-0.495,2.731,-0.438,-0.699,0.565,0.777,0.953,0.007,0.497
335,-0.657,2.368,1.089,-0.198,-2.698,-1.439,0.101,0.552,-0.809,1.083
336,0.524,-1.746,-0.922,-1.705,-1.11,-1.687,-0.061,0.287,0.76,0.518
337,-1.04,0.838,-0.083,-1.247,0.497,-0.843,-0.134,-1.185,-0.527,1.099
338,-1.328,0.805,1.396,-1.056,0.749,-0.083,1.546,0.429,-0.118,-0.543
339,-1.786,0.685,1.826,0.863,0.934,-0.453,-0.803,-0.596,-0.821,1.717
340,0.974,1.231,0.748,0.494,-0.923,-1.167,-0.752,-0.469,2.289,1.353
341,-1.689,0.233,-1.069,-1.13,-0.298,-0.411,-0.334,0.04,-1.164,-0.053
342,0.916,-0.577,-0.107,1.979,1.179,-0.701,0.026,-0.58,-1.108,1.785
343,1.369,-1.193,0.109,-1.306,0.024,-0.263,-0.017,0.622,0.199,0.051
344,0.464,1.091,-1.137,0.411,0.059,0.07,0.978,-0.441,-1.658,0.134
345,-1.278,0.293,-1.416,-2.473,1.402,1.156,0.28,1.041,-1.671,2.092
346,0.08,-0.116,-0.017,-0.394,-1.034,-0.664,0.115,-0.267,0.276,-1.292
347,-0.327,0.513,-0.508,0.37,2.368,-0.18,1.391,-0.486,0.629,0.868
348,2.821,-1.018,1.322,-0.203,-0.321,1.427,2.653,1.85,1.041,-0.142
349,1.72,-0.999,0.683,-1.079,0.435,-0.62,-0.291,0.735,0.187,-0.049
350,0.151,0.953,-0.219,0.671,0.347,0.962,0.365,-0.902,-0.041,1.423
351,-0.369,0.859,1.316,-1.382,-1.228,-1.058,-0.385,-1.255,0.738,-1.244
352,1.234,-0.488,0.498,1.448,0.02,-2.66,-0.154,-0.111,0.32,1.9
353,-0.563,-0.333,-0.013,0.862,-1.287,-1.035,0.583,0.645,0.904,-0.453
354,-0.414,-1.352,-2.502,0.07,-0.449,-1.007,0.592,0.994,0.178,1.52
355,1.523,-0.204,-1.738,-1.125,0.903,0.789,1.214,0.285,0.175,-0.711
356,1.134,-2.478,-0.814,-0.481,-0.406,1.45,0.64,0.371,0.213,0.603
357,0.218,0.088,1.849,-1.492,0.196,-0.455,0.861,0.949,1.013,-1.081
358,-0.391,-0.404,0.275,0.18,0.991,0.01,0.468,-1.675,1.425,-0.076
359,0.366,1.009,-0.271,0.967,-0.106,-2.136,0.111,-0.959,-0.348,0.297
360,1.039,0.104,-0.529,-0.356,0.667,-1.231,0.865,-0.977,-0.692,-1.431
361,-0.252,0.761,-1.564,1.09,0.862,-0.225,1.348,-0.537,0.463,1.388
362,-1.758,-0.341,-0.857,-0.973,1.153,-1.091,0.352,0.586,0.855,0.432
363,0.287,0.577,0.295,-1.322,0.041,0.517,-0.295,-1.251,0.092,2.351
364,0.507,-0.694,-1.076,-1.842,0.584,0.542,-0.658,0.238,-2.211,0.505
365,-0.581,-2.437,-1.866,-0.106,0.265,1.797,0.007,-0.4,1.41,1.52
366,-0.454,1.054,-1.609,-0.194,0.497,-0.462,0.248,-1.231,-0.124,0.864
367,-2.063,-0.202,-0.597,0.211,0.948,-1.455,-0.334,0.817,-0.269,0.854
368,-1.68,-1.475,-1.806,-0.668,-0.28,0.786,0.626,-0.174,-0.759,0.602
369,1.679,-0.036,-1,0.524,-0.467,1.364,-1.133,-1.401,0.188,-1.392
370,0.554,-0.056,-0.466,0.113,-0.139,-1.021,0.441,-0.106,-0.865,-1.324
371,1.146,-2.501,-1.355,2.082,2.003,0.168,-1.334,-0.787,-0.619,-1.249
372,-0.05,-1.24,0.784,-1.489,-1.755,-1.66,0.787,0.609,-0.202,0.496
373,-0.509,-1.719,-0.214,2.95,1.969,-0.674,0.176,-0.176,-1.065,-0.913
374,0.377,-0.519,-2.344,1.742,-0.726,0.559,0.078,1.517,-0.601,-0.9
375,0.751,-0.175,0.993,0.333,0.531,-0.19,0.592,-0.167,0.92,-0.05
376,-2.407,-1.577,-1.258,0.04,0.658,1.747,1.106,-1.049,1.456,0.006
377,0.253,-1.805,-0.235,0.584,-1.194,0.571,-0.52,0.412,1.01,-1.42
378,-0.152,-0.192,0.968,0.176,0.637,0.439,0.384,0.074,-0.5,-0.244
379,-0.651,-2.107,0.071,-0.211,1.037,0.505,-0.768,0.346,-0.354,-1.859
380,-0.421,-1.705,-1.563,-0.543,-0.051,-0.208,0.657,-0.2,0.91,-0.056
381,1.241,1.363,0.742,1.595,0.659,0.844,0.002,0.383,-0.262,0.897
382,1.222,0.166,-0.185,1.458,-0.037,0.199,1.327,-0.382,0.09,-0.083
383,-0.339,-0.319,0.854,1.622,2.414,0.557,-0.868,0.593,-0.188,-0.125
384,-0.805,0.827,-1.1,-0.363,1.209,-1.193,1.226,0.519,0.891,-1.364
385,0.809,0.279,0.531,-0.502,0.641,-0.423,-0.563,-1.334,0.683,1.327
386,-0.249,1.38,-1.986,-1.113,1.217,0.254,1.065,-0.764,-1.005,-0.794
387,-0.03,0.091,1.362,-0.268,0.772,0.242,0.333,1.616,1.248,-0.013
388,-0.19,-2.738,-0.417,0.203,-0.26,0.235,-0.797,2.235,-1.845,-0.646
389,-0.106,-0.947,-0.095,-1.354,-1.157,0.813,0.562,1.135,2.003,-2.201
390,-0.221,-0.086,1.825,0.053,-0.843,-0.387,-1.073,-1.177,0.558,-1.822
391,-1.296,1.736,0.266,0.115,-1.622,-0.075,-1.283,-0.107,-1.833,-0.888
392,-0.669,0.302,-1.521,0.867,0.342,0.489,-1.455,0.615,0.24,0.291
393,-1.214,2.227,0.321,-0.975,0.768,0.336,-0.214,1.061,1.412,-0.862
394,-0.317,0.933,0.103,0.198,-0.32,-2.192,-0.826,0.48,0.471,0.756
395,0.506,-1.354,-0.919,-1.16,-0.139,0.027,-0.021,-1.651,-0.165,0.736
396,-3.411,0.64,-0.235,0.277,0.413,-0.042,-1.231,0.558,0.182,1.326
397,-0.04,-0.867,0.406,0.554,-0.377,0.504,-0.86,0.479,0.736,1.61
398,0.665,0.432,1.077,-0.972,1.154,-0.118,-0.097,1.091,0.538,0.616
399,0.4,-0.77,0.552,-1.859,0.86,0.758,-0.322,-1.703,-1.123,0.159
400,0.73,-1.338,-1.541,-1.133,-0.829,-2.557,-0.87,1.368,-0.699,-0.353
401,-0.251,-0.946,1.392,1.992,-0.646,0.153,-0.568,-0.345,0.529,-0.046
402,-2.103,-0.516,1.078,-1.658,-0.367,-1.113,0.874,-0.325,-0.306,-0.981
403,0.667,-0.642,0.195,0.117,0.428,-0.568,0.641,-0.227,-0.546,0.662
404,-1.803,0.714,-0.119,-0.229,-0.947,-0.493,1.093,-0.941,3.153,-1.123
405,0.204,1.296,-0.744,-2.336,1.402,0.45,0.207,0.524,0.644,0.377
406,-2.302,0.778,0.881,0.848,1.697,-0.691,-0.225,1.257,-1.07,0.257
407,-1.049,-0.779,-2.394,-1.148,0.501,-0.811,-0.806,1.357,-0.384,-0.668
408,-0.185,-1.183,-1.298,1.345,-0.559,-0.108,-0.193,0.621,0.293,0.579
409,2.059,-0.748,-1.215,0.521,-1.439,-2.094,1.266,0.648,0.256,-0.555
410,-0.414,2.557,-2.029,0.406,-0.463,1.117,-0.284,0.757,0.759,1.215
411,0.021,0.992,0.611,-0.817,-0.668,-0.057,-0.768,0.546,0.144,-0.193
412,-1.872,1.529,-0.835,-0.774,-0.319,1.358,1.284,0.57,0.572,0.896
413,-0.384,0.906,-1.159,0.656,-0.562,0.085,-0.849,0.242,-1.119,0.19
414,1.026,1.082,-1.683,0.459,0.916,0.021,2.075,-0.067,2.107,0.699
415,1.491,-0.816,-0.662,0.05,-0.758,0.369,-0.726,-0.08,-0.849,0.83
416,-1.127,-0.275,-0.437,-0.135,2.211,0.132,0.195,-0.142,-0.939,1.474
417,0.152,-1.378,-0.362,1.481,0.528,1.329,1.129,1.193,0.064,-0.483
418,-1.182,0.715,0.003,-1.479,-0.499,1.586,-0.247,0.908,1.464,-1.741
419,0.028,0.931,-0.551,-0.695,1.105,-1.287,-0.092,-0.58,2.112,0.327
420,-0.494,0.81,-0.049,-0.336,0.287,-1.423,2.583,-0.147,-0.015,0.802
421,0.331,-0.838,-0.496,0.141,0.173,-0.503,0.069,0.493,-1.194,1.09
422,-1.244,-2.065,0.646,-0.459,0.673,-1.06,-0.824,0.695,1.329,0.967
423,2.678,0.304,-0.956,0.053,-0.046,-1.908,0.739,0.542,2.118,-1.376
424,-1.281,0.774,-0.414,0.149,0.085,-0.525,0.456,0,0.192,-1.352
425,-1.006,0.082,-1.551,0.298,0.497,0.293,0.48,-0.062,-0.399,0.165
426,-0.447,1.356,0.624,-0.706,1.223,-0.171,-2.447,0.255,-1.387,0.614
427,0.481,-1.954,0.974,0.133,0.092,0.709,-2.107,1.165,1.357,0.241
428,0.812,0.893,0.629,-1.543,0.048,0.734,1.507,-0.519,0.449,0.478
429,-1.09,-0.173,0.539,-0.341,0.238,-0.557,-0.315,-1.193,-0.66,-0.206
430,-0.567,1.322,-0.966,0.165,0.132,-2.176,-1.235,1.814,0.272,-1.828
431,-0.707,-0.025,0.279,-1.136,-0.159,0.921,-1.676,1.253,-0.142,0.02
432,0.567,-0.1,-0.098,-1.851,0.318,1.988,-0.337,-0.304,-0.509,-0.06
433,0.041,0.596,0.077,-0.289,-0.049,0.192,-0.67,0.343,-1.008,0.076
434,0.872,0.892,-0.127,0.13,1.33,-0.792,1.048,-1.555,-1.194,1.639
435,-0.731,-1.731,-0.952,1.341,0.721,1.267,-1.123,0.65,-2.57,1.302
436,0.529,-0.565,0.179,-1.104,-0.855,0.455,-0.347,-0.006,-1.038,0.561
437,-1.249,-0.974,-0.285,0.362,-0.035,1.316,0.277,-1.112,-1.303,-1.221
438,0.394,0.493,-0.079,2.158,-0.117,-0.132,-0.515,-0.4,0.62,0.951
439,0.532,0.027,0.282,0.742,-2.106,-0.098,0.744,0.409,1.651,0.315
440,0.543,-0.026,-0.25,1.435,0.432,-0.742,-0.029,-0.29,-1.583,0.888
441,-0.802,-1.826,-0.031,-0.944,0.493,0.978,1.898,1.836,1.241,-0.824
442,0.767,0.175,0.085,-0.583,-0.342,-1.532,-0.277,0.101,0.311,0.758
443,0.001,-0.243,-0.592,-0.073,-1.013,1.306,1.203,0.133,-0.63,0.134
444,0.371,0.147,0.287,0.212,-2.543,0.893,-0.018,0.395,-0.616,0.798
445,-1.328,-1.305,0.624,-0.671,0.804,0.308,-0.173,-0.493,-0.542,-1.738
446,0.587,0.835,-1.425,0.105,-0.147,-0.214,0.477,-1.601,-1.167,0.898
447,-0.5,0.409,1.865,-1.62,0.618,0.43,0.398,0.135,-0.329,-2.194
448,-0.529,-1.735,-0.563,1.495,0.003,-0.67,2.286,-2.317,0.484,0.006
449,0.761,1.91,1.151,0.011,-1.276,0.364,0.761,-0.102,-0.654,1.624
450,-2.358,-2.083,2.451,-0.795,-0.116,-0.787,-1.383,-0.785,0.583,0.812
451,0.509,1.636,-0.03,0.143,-0.292,1.407,0.07,0.702,2.143,1.043
452,0.162,-1.258,-0.123,-0.271,1.577,1.453,0.493,1.666,-0.096,-0.149
453,-0.292,0.149,0.859,0.265,-0.288,-0.14,1.427,1.324,0.603,0.351
454,-0.888,-0.115,0.36,0.865,1.051,0.246,-1.328,-0.496,1.342,-1.823
455,0.673,-0.251,1.418,-0.245,0.905,-0.62,-0.452,-0.516,-2.25,0.409
456,0.004,-0.466,-0.096,-1.732,-0.63,-1.857,1.155,0.921,-0.648,-0.268
457,-0.95,0.402,0.56,-0.864,-1.951,-0.938,0.433,-0.19,1.96,0.032
458,0.825,-0.167,-0.954,0.365,-0.13,-0.652,-0.054,1.175,0.423,-1.807
459,-0.394,1.011,0.41,0.399,-0.307,0.686,0.796,0.203,0.998,-0.386
460,0.016,0.653,0.182,0.931,0.269,-1.352,-0.105,1.084,-1.383,-1.652
461,-0.635,0.349,0.143,-0.367,0.08,1.377,-0.287,-1.058,-0.857,0.057
462,-0.561,0.651,0.735,0.546,-0.432,0.125,-0.207,1.969,-0.873,0.219
463,-1.968,1.067,0,0.104,-0.246,-0.62,-1.036,-0.019,-1.241,0.101
464,1.765,-0.597,-1.512,-1.839,1.653,-0.98,-0.747,0.793,1.57,-1.278
465,-0.08,-0.095,2.443,-0.056,0.176,1.94,1.547,-0.17,2.171,-0.172
466,0.148,-1.005,-0.58,-0.807,1.561,0.265,0.323,0.266,1.234,-0.317
467,-0.632,0.181,-1.952,-1.343,-0.844,-0.615,0.086,0.428,1.159,1.187
468,0.333,1.582,0.156,-0.007,-0.627,-0.747,0.939,0.486,0.688,-0.81
469,-0.099,-1.294,-1.301,1.304,-0.392,0.477,0.638,0.19,0.773,0.794
470,1.119,-0.436,-0.252,0.658,-1.139,-1.578,0.702,1.639,-1.098,-0.601
471,-0.996,0.864,1.418,1.134,-1.508,0.013,-0.958,0.478,0.216,0.925
472,-0.396,0.805,-0.846,-0.7,0.986,0.653,-0.339,0.912,0.287,0.473
473,-0.294,0.917,0.101,1.369,-0.127,0.695,-0.575,-0.277,1.487,-0.951
474,0.551,-0.54,0.555,1.525,1.299,0.469,-1.336,-0.328,-0.324,-1.287
475,-0.415,0.794,1.272,-2.194,-0.684,-1.11,-1.505,-1.657,-0.313,0.472
476,0.52,0.338,-1.523,-0.708,-1.031,0.084,-0.058,-0.084,1.232,-1.957
477,1.56,0.686,0.456,0.254,0.099,1.007,0.061,-0.548,-0.455,-0.849
478,1.144,0.911,0.032,0.152,0.699,1.636,-0.473,1.037,0.334,0.083
479,1.022,0.343,-2.46,0.262,-0.6,-0.479,0.234,-0.059,0.78,0.467
480,-0.224,-0.873,0.919,-0.462,0.752,1.334,1.034,-0.959,-0.838,-1.08
481,-0.586,-0.447,1.155,-0.239,-0.971,-0.207,-0.291,0.546,0.245,0.275
482,0.581,1.018,0.092,0.414,-0.638,0.755,0.805,-0.587,2.031,1.242
483,-1.575,-0.887,0.622,-1.247,-1.03,-0.928,-0.208,1.163,0.931,2.886
484,0.261,-1.888,-0.526,0.642,1.152,0.558,-1.144,1.9,1.002,0.154
485,-1.056,0.046,0.779,-0.507,0.635,1.341,2.402,1.031,0.218,1.866
486,1.163,-1.201,0.941,-0.064,0.177,-1.572,0.688,-1.018,-1.231,0.935
487,-0.432,0.798,0.516,0.423,-0.591,0.986,1.027,-0.121,-1.011,-1.076
488,0.683,-1.335,-0.75,-1.18,2.309,0.916,0.061,-0.194,0.115,1.402
489,2.233,-0.739,1.449,-0.699,-0.218,0.284,-1.48,0.459,-0.594,0.887
490,0.454,-1.247,0.179,-0.509,-0.424,-0.099,1.8,0.2,1.102,-0.543
491,-1.366,0.211,0.748,0.003,-0.622,1.825,1.406,-0.991,1.034,-0.391
492,0.02,-1.44,0.358,-0.661,-0.656,1.423,1.42,-0.624,0.256,0.019
493,1.73,0.619,-0.981,-0.233,-0.989,0.809,1.136,-0.806,1.152,1.76
494,1.118,-0.045,2.09,1.378,-0.068,1.054,-0.112,-0.902,-0.246,-0.166
495,-2.746,1.245,-1.032,0.555,-0.164,0.859,-0.083,-1.253,-1.805,0.308
496,-0.025,0.612,-0.867,-0.994,1.01,-1.34,-0.29,-1.636,-0.254,-3.225
497,-1.703,1.49,-0.988,0.993,1.001,0.469,-1.412,2.175,-1.316,1.528
498,0.632,-0.988,-0.497,-0.708,-1.053,-0.464,-1.471,-0.393,-0.411,0.624
499,-0.47,0.745,0.878,0.393,0.827,-1.422,0.423,-1.73,1.252,-0.22
500,0.924,2.544,-0.851,1.103,-0.526,1.003,-0.499,1.149,-1.482,0.985
501,-0.467,1.894,0.334,-0.065,-0.153,-0.525,0.866,1.442,-0.271,-0.505
502,2.363,-2.897,0.009,1.336,0.282,-0.942,0.529,-0.265,0.173,0.392
503,-0.098,1.792,-1.035,-0.469,0.447,-1.264,0.079,0.317,0.496,0.056
504,1.199,-1.44,-0.296,-1.884,-0.191,0.816,-2.106,-1.165,-0.659,-1.05
505,0.728,0.448,0.917,0.01,0.018,-1.013,0.346,0.154,0.373,-1.587
506,-0.11,-0.879,-0.45,-0.432,-1.176,0.037,0.235,0.511,-1.167,1.258
507,-0.871,-1.549,-0.339,-0.669,0.786,0.016,-1.477,-0.572,-0.298,0.001
508,0.015,-1.568,-0.617,-0.654,0.169,-1.214,-0.777,0.499,-0.162,-1.531
509,1.227,0.325,1.35,-1.63,0.006,-0.704,-0.192,0.559,2.149,1.073
510,-0.83,1.725,-1.335,-1.872,0.483,-1.021,1.693,1.73,-1.23,0.839
511,-0.502,-0.355,1.359,0.616,-0.616,-0.09,1.393,-0.143,-1.329,0.536
512,-0.163,0.017,-0.744,-0.281,-0.744,0.339,-0.784,-0.787,-1.724,0.887
513,1.155,-1.641,0.239,0.77,2.235,0.528,-0.531,0.938,-0.391,-0.36
514,-0.207,0.458,-0.514,-1.894,-1.368,-0.727,0.075,0.865,0.052,-0.435
515,-1.813,1.405,-0.519,0.368,-0.204,-0.308,-0.431,0.374,-0.734,0.553
516,0.077,-0.431,1.867,-0.275,-0.374,0.026,0.124,-0.584,0.604,0.233
517,-0.464,0.251,-0.077,-0.136,-0.523,-0.619,-1.269,0.496,1.652,-0.224
518,0.494,-0.033,0.158,-1.549,-0.386,-0.295,-0.897,-0.217,-0.035,1.355
519,1.337,-0.183,1.664,0.092,-1.731,-0.666,0.02,-1.254,-0.773,1.25
520,-0.821,0.551,0.204,0.893,-1.814,-1.265,0.726,0.009,0.063,0.977
521,-0.168,0.068,-2.694,-0.368,0.535,-1.764,-0.931,0.956,0.342,1.045
522,0.937,-0.242,-0.81,-1.926,1.593,2.067,0.301,1.144,-0.244,-0.607
523,-0.073,-0.801,0.352,1.098,-0.021,-0.417,0.856,0.856,-0.162,2.28
524,0.362,-0.808,1.194,1.088,0.486,0.862,0.449,0.912,-1.248,-0.819
525,-0.77,0.471,1.215,-1.442,1.247,1.031,-0.613,-1.467,0.525,-0.077
526,0.952,-0.788,0.342,-0.56,1.836,-0.285,-0.36,-0.252,0.486,0.944
527,0.363,0.686,-0.717,0.467,-1.351,-0.357,-0.447,0.981,-2.011,0.469
528,-1.208,1.051,0.511,-0.377,0.328,-0.576,0.117,-0.93,-0.618,-0.326
529,0.486,0.446,-0.872,0.107,0.277,0.884,2.109,-1.688,0.943,-0.313
530,-0.586,-0.219,1.679,-0.079,-0.302,-0.528,0.7,0.228,0.659,0.97
531,-0.004,1.044,-0.999,-0.072,0.634,0.129,1.733,-2.223,0.952,-0.054
532,0.253,-0.16,-0.882,-0.126,0.193,1.074,0.092,0.418,0.069,1.268
533,-0.61,-0.895,-0.658,-0.746,0.571,-0.69,-0.735,-0.342,-0.614,0.599
534,-0.293,0.884,0.367,0.33,-1.104,1.458,-1.225,1.278,-1.219,1.709
535,0.378,-0.171,-0.939,-0.299,1.893,-0.572,-1.431,-1.143,1.225,-1.584
536,0.455,-0.815,0.337,0.107,0.648,-0.171,0.661,-2.208,0.561,-0.419
537,-2.031,-0.723,0.066,-1.061,1.842,-1.125,0.361,-1.351,0.402,-0.206
538,-1.689,0.259,-0.587,-0.235,0.592,-0.733,-0.212,-0.162,-0.088,0.091
539,0.57,0.649,0.173,1.494,0.504,0.929,0.033,0.548,0.186,0.204
540,0.616,0.459,0.409,0.128,1.279,0.042,1.147,0.73,-0.496,-0.152
541,0.043,-1.865,-0.373,0.065,-0.928,-0.373,-0.556,-1.061,-2.136,0.66
542,0.451,-0.535,-0.377,-0.21,0.355,-2.064,1.12,0.375,0.862,-0.586
543,0.738,-0.093,-0.137,0.444,-0.145,0.41,-1.292,1.469,-0.049,0.004
544,0.677,-0.6,-1.138,-1.249,0.63,-1.062,-0.215,-0.919,-0.738,0.857
545,0.17,-0.318,0.521,0.965,1.195,0.725,-0.426,-1.377,-1.36,-1.003
546,-0.003,0.914,0.2,-0.699,-0.105,-0.219,0.604,1.657,0.964,-2.696
547,-0.454,-0.131,1.498,-1.193,0.354,0.49,0.583,-0.228,1.448,-1.856
