290,1.284,-0.705,0.664,1.489,1.637
291,-1.333,0.568,1.061,-2.956,2.346
292,-0.073,0.019,0.849,-0.77,0.737
293,0.759,-0.237,0.187,0.273,-0.407
294,-0.311,-0.544,-0.726,0.104,-0.355
295,0.757,-0.465,0.837,1.224,-0.879
296,0.058,0.167,-0.521,-2.56,-0.014
297,-0.113,1.49,0.896,0.302,-1.226
298,-0.314,0.593,1.123,-0.8,0.176
299,-0.527,-0.958,0.351,0.966,0.031
300,-0.738,0.716,1.607,-0.29,-0.929
301,0.385,-1.265,0.335,1.195,0.763
302,0.739,-0.374,0.825,-0.366,1.623
303,1.564,-0.314,-1.446,0.827,1.038
304,-0.797,-0.76,-1.08,1.985,-0.72
305,0.788,0.333,-0.712,0.585,-2.769
306,2.088,-0.118,-0.456,-1.437,0.288
307,1.497,-0.781,2.331,0.613,-0.14
308,1.44,0.844,-0.382,0.383,0.101
309,-0.766,-1.257,-1.709,-0.601,-0.625
310,-0.45,0.927,0.4,-0.295,1.323
311,0.689,1.543,-1.45,0.008,0.323
312,0.821,1.099,0.12,0.931,-0.318
313,0.263,-1.092,-0.932,-1.088,1.806
314,-0.513,-0.736,0.446,-0.152,0.292
315,-0.147,-1.573,1.787,1.21,1.009
316,0.039,0.496,0.733,-0.659,-0.205
317,0.23,1.058,0.571,-1.623,-0.357
318,-0.06,-1.769,0.012,0.875,0.635
319,1.342,0.353,0.678,2.384,-1.079
320,-0.258,1.494,-0.803,-0.04,-1.063
321,-0.233,-0.193,1.492,-1.394,-0.258
322,-0.006,-0.58,-2.105,0.024,1.128
323,1.133,0.339,-1.131,-1.266,0.109
324,0.713,-1.058,1.687,-0.265,-0.868
325,0.365,-1.321,-1.133,-1.178,1.604
326,-1.78,1.14,0.796,0.942,-1.262
327,-1.555,-0.794,-0.895,0.298,1.57
328,0.345,-0.77,-0.873,0.975,1.193
329,-1.059,0.991,-0.579,-1.369,-1.779
330,-1.433,-1.048,-2.483,-0.965,0.108
331,-0.627,0.03,-1.594,0.327,0.435
332,0.249,-1.245,-0.121,-1.027,0.061
333,-2.485,-0.617,-2.117,1.749,-0.038
334,2.505,-0.495,2.731,-0.438,-0.699
335,-0.657,2.368,1.089,-0.198,-2.698
336,0.524,-1.746,-0.922,-1.705,-1.11
337,-1.04,0.838,-0.083,-1.247,0.497
338,-1.328,0.805,1.396,-1.056,0.749
339,-1.786,0.685,1.826,0.863,0.934
340,0.974,1.231,0.748,0.494,-0.923
341,-1.689,0.233,-1.069,-1.13,-0.298
342,0.916,-0.577,-0.107,1.979,1.179
343,1.369,-1.193,0.109,-1.306,0.024
344,0.464,1.091,-1.137,0.411,0.059
345,-1.278,0.293,-1.416,-2.473,1.402
346,0.08,-0.116,-0.017,-0.394,-1.034
347,-0.327,0.513,-0.508,0.37,2.368
348,2.821,-1.018,1.322,-0.203,-0.321
349,1.72,-0.999,0.683,-1.079,0.435
350,0.151,0.953,-0.219,0.671,0.347
351,-0.369,0.859,1.316,-1.382,-1.228
352,1.234,-0.488,0.498,1.448,0.02
353,-0.563,-0.333,-0.013,0.862,-1.287
354,-0.414,-1.352,-2.502,0.07,-0.449
355,1.523,-0.204,-1.738,-1.125,0.903
356,1.134,-2.478,-0.814,-0.481,-0.406
357,0.218,0.088,1.849,-1.492,0.196
358,-0.391,-0.404,0.275,0.18,0.991
359,0.366,1.009,-0.271,0.967,-0.106
360,1.039,0.104,-0.529,-0.356,0.667
361,-0.252,0.761,-1.564,1.09,0.862
362,-1.758,-0.341,-0.857,-0.973,1.153
363,0.287,0.577,0.295,-1.322,0.041
364,0.507,-0.694,-1.076,-1.842,0.584
365,-0.581,-2.437,-1.866,-0.106,0.265
366,-0.454,1.054,-1.609,-0.194,0.497
367,-2.063,-0.202,-0.597,0.211,0.948
368,-1.68,-1.475,-1.806,-0.668,-0.28
369,1.679,-0.036,-1,0.524,-0.467
370,0.554,-0.056,-0.466,0.113,-0.139
371,1.146,-2.501,-1.355,2.082,2.003
372,-0.05,-1.24,0.784,-1.489,-1.755
373,-0.509,-1.719,-0.214,2.95,1.969
374,0.377,-0.519,-2.344,1.742,-0.726
375,0.751,-0.175,0.993,0.333,0.531
376,-2.407,-1.577,-1.258,0.04,0.658
377,0.253,-1.805,-0.235,0.584,-1.194
378,-0.152,-0.192,0.968,0.176,0.637
379,-0.651,-2.107,0.071,-0.211,1.037
380,-0.421,-1.705,-1.563,-0.543,-0.051
381,1.241,1.363,0.742,1.595,0.659
382,1.222,0.166,-0.185,1.458,-0.037
383,-0.339,-0.319,0.854,1.622,2.414
384,-0.805,0.827,-1.1,-0.363,1.209
385,0.809,0.279,0.531,-0.502,0.641
386,-0.249,1.38,-1.986,-1.113,1.217
387,-0.03,0.091,1.362,-0.268,0.772
388,-0.19,-2.738,-0.417,0.203,-0.26
389,-0.106,-0.947,-0.095,-1.354,-1.157
390,-0.221,-0.086,1.825,0.053,-0.843
391,-1.296,1.736,0.266,0.115,-1.622
392,-0.669,0.302,-1.521,0.867,0.342
393,-1.214,2.227,0.321,-0.975,0.768
394,-0.317,0.933,0.103,0.198,-0.32
395,0.506,-1.354,-0.919,-1.16,-0.139
396,-3.411,0.64,-0.235,0.277,0.413
397,-0.04,-0.867,0.406,0.554,-0.377
398,0.665,0.432,1.077,-0.972,1.154
399,0.4,-0.77,0.552,-1.859,0.86
400,0.73,-1.338,-1.541,-1.133,-0.829
401,-0.251,-0.946,1.392,1.992,-0.646
402,-2.103,-0.516,1.078,-1.658,-0.367
403,0.667,-0.642,0.195,0.117,0.428
404,-1.803,0.714,-0.119,-0.229,-0.947
405,0.204,1.296,-0.744,-2.336,1.402
406,-2.302,0.778,0.881,0.848,1.697
407,-1.049,-0.779,-2.394,-1.148,0.501
408,-0.185,-1.183,-1.298,1.345,-0.559
409,2.059,-0.748,-1.215,0.521,-1.439
410,-0.414,2.557,-2.029,0.406,-0.463
411,0.021,0.992,0.611,-0.817,-0.668
412,-1.872,1.529,-0.835,-0.774,-0.319
413,-0.384,0.906,-1.159,0.656,-0.562
414,1.026,1.082,-1.683,0.459,0.916
415,1.491,-0.816,-0.662,0.05,-0.758
416,-1.127,-0.275,-0.437,-0.135,2.211
417,0.152,-1.378,-0.362,1.481,0.528
418,-1.182,0.715,0.003,-1.479,-0.499
419,0.028,0.931,-0.551,-0.695,1.105
420,-0.494,0.81,-0.049,-0.336,0.287
421,0.331,-0.838,-0.496,0.141,0.173
422,-1.244,-2.065,0.646,-0.459,0.673
423,2.678,0.304,-0.956,0.053,-0.046
424,-1.281,0.774,-0.414,0.149,0.085
425,-1.006,0.082,-1.551,0.298,0.497
426,-0.447,1.356,0.624,-0.706,1.223
427,0.481,-1.954,0.974,0.133,0.092
428,0.812,0.893,0.629,-1.543,0.048
429,-1.09,-0.173,0.539,-0.341,0.238
430,-0.567,1.322,-0.966,0.165,0.132
431,-0.707,-0.025,0.279,-1.136,-0.159
432,0.567,-0.1,-0.098,-1.851,0.318
433,0.041,0.596,0.077,-0.289,-0.049
434,0.872,0.892,-0.127,0.13,1.33
435,-0.731,-1.731,-0.952,1.341,0.721
436,0.529,-0.565,0.179,-1.104,-0.855
437,-1.249,-0.974,-0.285,0.362,-0.035
438,0.394,0.493,-0.079,2.158,-0.117
439,0.532,0.027,0.282,0.742,-2.106
440,0.543,-0.026,-0.25,1.435,0.432
441,-0.802,-1.826,-0.031,-0.944,0.493
442,0.767,0.175,0.085,-0.583,-0.342
443,0.001,-0.243,-0.592,-0.073,-1.013
444,0.371,0.147,0.287,0.212,-2.543
445,-1.328,-1.305,0.624,-0.671,0.804
446,0.587,0.835,-1.425,0.105,-0.147
447,-0.5,0.409,1.865,-1.62,0.618
448,-0.529,-1.735,-0.563,1.495,0.003
449,0.761,1.91,1.151,0.011,-1.276
450,-2.358,-2.083,2.451,-0.795,-0.116
451,0.509,1.636,-0.03,0.143,-0.292
452,0.162,-1.258,-0.123,-0.271,1.577
453,-0.292,0.149,0.859,0.265,-0.288
454,-0.888,-0.115,0.36,0.865,1.051
455,0.673,-0.251,1.418,-0.245,0.905
456,0.004,-0.466,-0.096,-1.732,-0.63
457,-0.95,0.402,0.56,-0.864,-1.951
458,0.825,-0.167,-0.954,0.365,-0.13
459,-0.394,1.011,0.41,0.399,-0.307
460,0.016,0.653,0.182,0.931,0.269
461,-0.635,0.349,0.143,-0.367,0.08
462,-0.561,0.651,0.735,0.546,-0.432
463,-1.968,1.067,0,0.104,-0.246
464,1.765,-0.597,-1.512,-1.839,1.653
465,-0.08,-0.095,2.443,-0.056,0.176
466,0.148,-1.005,-0.58,-0.807,1.561
467,-0.632,0.181,-1.952,-1.343,-0.844
468,0.333,1.582,0.156,-0.007,-0.627
469,-0.099,-1.294,-1.301,1.304,-0.392
470,1.119,-0.436,-0.252,0.658,-1.139
471,-0.996,0.864,1.418,1.134,-1.508
472,-0.396,0.805,-0.846,-0.7,0.986
473,-0.294,0.917,0.101,1.369,-0.127
474,0.551,-0.54,0.555,1.525,1.299
475,-0.415,0.794,1.272,-2.194,-0.684
476,0.52,0.338,-1.523,-0.708,-1.031
477,1.56,0.686,0.456,0.254,0.099
478,1.144,0.911,0.032,0.152,0.699
479,1.022,0.343,-2.46,0.262,-0.6
480,-0.224,-0.873,0.919,-0.462,0.752
481,-0.586,-0.447,1.155,-0.239,-0.971
482,0.581,1.018,0.092,0.414,-0.638
483,-1.575,-0.887,0.622,-1.247,-1.03
484,0.261,-1.888,-0.526,0.642,1.152
485,-1.056,0.046,0.779,-0.507,0.635
486,1.163,-1.201,0.941,-0.064,0.177
487,-0.432,0.798,0.516,0.423,-0.591
488,0.683,-1.335,-0.75,-1.18,2.309
489,2.233,-0.739,1.449,-0.699,-0.218
490,0.454,-1.247,0.179,-0.509,-0.424
491,-1.366,0.211,0.748,0.003,-0.622
492,0.02,-1.44,0.358,-0.661,-0.656
493,1.73,0.619,-0.981,-0.233,-0.989
494,1.118,-0.045,2.09,1.378,-0.068
495,-2.746,1.245,-1.032,0.555,-0.164
496,-0.025,0.612,-0.867,-0.994,1.01
497,-1.703,1.49,-0.988,0.993,1.001
498,0.632,-0.988,-0.497,-0.708,-1.053
499,-0.47,0.745,0.878,0.393,0.827
500,0.924,2.544,-0.851,1.103,-0.526
501,-0.467,1.894,0.334,-0.065,-0.153
502,2.363,-2.897,0.009,1.336,0.282
503,-0.098,1.792,-1.035,-0.469,0.447
504,1.199,-1.44,-0.296,-1.884,-0.191
505,0.728,0.448,0.917,0.01,0.018
506,-0.11,-0.879,-0.45,-0.432,-1.176
507,-0.871,-1.549,-0.339,-0.669,0.786
508,0.015,-1.568,-0.617,-0.654,0.169
509,1.227,0.325,1.35,-1.63,0.006
510,-0.83,1.725,-1.335,-1.872,0.483
511,-0.502,-0.355,1.359,0.616,-0.616
512,-0.163,0.017,-0.744,-0.281,-0.744
513,1.155,-1.641,0.239,0.77,2.235
514,-0.207,0.458,-0.514,-1.894,-1.368
515,-1.813,1.405,-0.519,0.368,-0.204
516,0.077,-0.431,1.867,-0.275,-0.374
517,-0.464,0.251,-0.077,-0.136,-0.523
518,0.494,-0.033,0.158,-1.549,-0.386
519,1.337,-0.183,1.664,0.092,-1.731
520,-0.821,0.551,0.204,0.893,-1.814
521,-0.168,0.068,-2.694,-0.368,0.535
522,0.937,-0.242,-0.81,-1.926,1.593
523,-0.073,-0.801,0.352,1.098,-0.021
524,0.362,-0.808,1.194,1.088,0.486
525,-0.77,0.471,1.215,-1.442,1.247
526,0.952,-0.788,0.342,-0.56,1.836
527,0.363,0.686,-0.717,0.467,-1.351
528,-1.208,1.051,0.511,-0.377,0.328
529,0.486,0.446,-0.872,0.107,0.277
530,-0.586,-0.219,1.679,-0.079,-0.302
531,-0.004,1.044,-0.999,-0.072,0.634
532,0.253,-0.16,-0.882,-0.126,0.193
533,-0.61,-0.895,-0.658,-0.746,0.571
534,-0.293,0.884,0.367,0.33,-1.104
535,0.378,-0.171,-0.939,-0.299,1.893
536,0.455,-0.815,0.337,0.107,0.648
537,-2.031,-0.723,0.066,-1.061,1.842
538,-1.689,0.259,-0.587,-0.235,0.592
539,0.57,0.649,0.173,1.494,0.504
540,0.616,0.459,0.409,0.128,1.279
541,0.043,-1.865,-0.373,0.065,-0.928
542,0.451,-0.535,-0.377,-0.21,0.355
543,0.738,-0.093,-0.137,0.444,-0.145
544,0.677,-0.6,-1.138,-1.249,0.63
545,0.17,-0.318,0.521,0.965,1.195
546,-0.003,0.914,0.2,-0.699,-0.105
547,-0.454,-0.131,1.498,-1.193,0.354
548,0.995,-0.651,0.831,0.422,0.589
549,-1.09,0.149,-1.185,-1.962,0.26
550,1.369,0.585,-1.269,0.248,-0.345
551,0.929,-0.034,-1.004,0.919,-0.434
552,1.424,0.015,-0.039,-0.433,-1.468
553,0.259,-0.432,0.05,0.805,-0.457
554,-0.429,-0.547,0.014,0.916,0.099
555,-1.543,0.508,-0.305,-0.359,0.624
556,2.682,0.166,-0.918,-0.317,-0.24
557,-0.882,0.296,1.368,1.082,0.846
558,-0.569,-0.153,-1.141,-1.333,0.621
559,0.047,-0.344,-1.775,0.333,0.997
560,-1.34,0.994,0.319,-0.749,1.415
561,-0.744,-0.65,0.449,-0.119,1.515
562,0.489,-0.025,-0.221,-0.255,1.32
563,-0.03,0.168,-1.843,-0.678,0.789
564,0.12,-0.37,0.993,0.816,-0.425
565,0.957,0.814,-0.37,-0.989,-1.073
566,-0.491,-0.325,0.888,-1.315,-0.495
567,-0.151,-1.049,-1.443,-0.037,0.853
568,-1.395,0.377,-0.107,-0.099,0.209
569,-2.481,0.214,-0.434,0.977,-0.615
570,0.663,3.034,-0.474,0.138,-2.14
571,-0.686,1.193,0.084,0.428,-0.679
572,1.566,-1.045,1.215,0.099,-1.612
573,1.531,1.437,0.044,0.892,-0.709
574,-0.039,-0.653,-0.019,-1.332,-1.598
575,0.536,-0.657,0.717,-0.83,0.3
576,-0.52,-2.145,0.093,1.264,1.532
577,-1.16,0.112,-0.375,-0.942,1.689
578,0.755,0.1,0.718,0.334,-2.805
579,0.389,0.712,-0.596,0.411,-0.209
580,-0.184,-0.165,0.298,-1.364,-0.255
581,-0.429,0.415,-0.464,-0.126,0.929
582,1.06,0.358,-1.612,0.083,0.969
583,-1.18,-0.077,0.351,-0.233,-1.497
584,0.301,-1.006,-0.009,1.057,-0.012
585,-1.811,-0.738,-0.693,2.785,-0.068
586,-0.357,-0.352,-0.407,0.216,0.248
587,-0.904,1.22,1.509,0.278,0.131
588,-1.441,0.982,0.979,-1.21,0.33
589,-0.332,0.471,-0.148,-0.767,0.854
590,1.892,0.411,-0.416,0.277,1.111
591,-0.483,1.96,0.671,-0.184,-0.355
592,1.645,0.119,-1.177,0.423,-0.202
593,0.761,-0.468,-0.751,-1.081,0.892
594,0.297,-0.16,0.174,0.064,-1.436
595,-2.064,0.733,-1.533,0.378,-0.485
596,0.07,-1.141,-0.074,-0.294,0.024
597,0.199,-0.194,-1.413,-0.484,-0.747
598,-1.593,1.38,2.025,-1.535,0.23
599,0.357,0.33,0.049,-0.93,0.456
600,-1.02,0.87,1.169,-0.56,-0.362
601,0.385,-1.047,1.216,0.4,-0.065
602,0.75,0.089,-0.813,-2.426,-0.049
603,-0.038,0.978,-0.293,-0.695,-1.024
604,0.039,0.435,0.133,0.283,0.056
605,0.578,0.267,0.279,0.497,-0.851
606,0.57,-0.787,-0.985,1.24,-0.414
607,-0.101,0.661,2.044,2.052,0.813
608,0.598,-1.48,-0.68,-2.842,-0.421
609,0.077,0.703,-0.736,0.793,0.559
610,0.536,0.385,0.363,0.134,-1.521
611,0.114,1.171,2.754,-0.386,0.591
612,-0.244,-0.808,1.762,-0.324,1.235
613,-1.024,0.034,0.637,0.492,-0.5
614,-0.707,-0.356,-0.389,-1.852,-1.354
615,-1.443,0.022,1.066,-0.158,-0.27
616,0.269,-0.145,0.682,0.654,-0.288
617,-0.859,1.348,-0.373,0.875,-1.503
618,-0.115,-0.813,-1.519,-0.327,-0.27
619,-0.402,1.513,0.671,-0.149,-0.406
620,-1.921,-0.872,0.069,-1.534,-0.299
621,-1.095,-0.618,-0.895,-2.441,1.354
622,0.236,-0.491,0.787,0.862,0.226
623,1.514,-0.654,0.048,1.562,-0.368
624,-1.637,0.577,-0.182,-0.672,1.569
625,0.916,-0.606,0.761,-0.91,-0.704
626,-1.276,0.494,-0.053,0.562,0.011
627,-0.122,1.866,1.692,-0.004,-1.236
628,-0.003,0.102,-1.206,0.335,1.594
629,-0.135,0.177,0.945,-1.8,-0.444
630,-0.131,-0.012,0.13,-1.308,-1.619
631,0.738,0.74,0.169,1.355,-0.851
632,1.94,0.258,-0.511,-2.072,-1.135
633,-0.444,-1.124,-0.703,0.346,0.892
634,-1.647,-0.861,-0.17,-1.484,-0.027
635,-1.711,2.589,0.251,0.724,1.016
636,0.643,-1.46,0.787,-0.696,1.425
637,0.127,0.029,-0.361,0.481,0.813
638,-0.437,-0.066,0.399,0.404,-0.299
639,-1.096,1.435,-0.318,0.087,1.482
640,-1.034,-0.373,1.186,0.292,-0.951
641,0.649,0.002,0.72,0.102,-0.454
642,-0.174,-0.522,-0.613,-1.069,1.516
643,-0.602,-1.638,1.078,1.247,0.349
644,-1.06,1.665,1.217,-1.181,-0.032
645,0.875,-1.847,0.349,1.25,-1.572
646,-0.834,0.26,0.264,-0.819,-1.303
647,-1.749,1.397,-0.057,0.824,1.313
648,-0.657,-0.35,1.273,0.887,0.334
649,-1.406,-1.116,-0.244,-1.528,-0.055
650,-0.487,0.028,-1.765,0.196,0.422
651,-0.236,1.328,1.865,0.425,0.585
652,-0.696,-1.541,-1.269,0.76,0.039
653,0.577,-0.615,-0.595,-0.275,0.81
654,-0.14,-1.671,-1.164,0.235,-0.926
655,-0.147,-0.311,1.219,-0.852,1.112
656,-0.441,-1.793,-0.787,-0.24,-0.438
657,0.192,-1.028,1.812,0.705,0.451
658,-1.173,0.248,-0.713,-1.977,-0.176
659,-0.891,-0.405,-0.305,2.091,-0.768
660,0.107,-1.213,-0.246,-0.325,0.614
661,-0.13,0.135,-0.66,-1.276,-0.181
662,-0.518,-0.931,0.403,-2.627,0.351
663,-2.667,-2.144,-1.288,1.091,2.082
664,1.116,0.687,0.296,1.608,0.452
665,-0.042,-0.885,-0.413,0.252,-0.722
666,0.576,-0.364,-1.913,1.998,-0.106
667,-1.029,-1.025,-0.133,0.626,1.153
668,2.063,-1.206,-0.343,-0.226,0.632
669,-1.235,-0.471,0.987,0.837,0.888
670,2.099,-1.825,-1.27,0.483,-1.462
671,-1.377,0.553,0.426,0.393,-0.474
672,-0.985,-0.638,1.298,-0.107,-0.933
673,0.587,0.055,0.124,-0.189,1.128
674,-1.103,1.93,0.094,1.253,-0.976
675,-0.463,0.016,2.131,1.393,2.469
676,0.165,2.142,-0.369,1.063,-0.905
677,-0.252,0.053,-0.041,0.265,0.053
678,1.529,-0.355,-0.102,0.287,0.102
679,0.271,1.129,1.621,0.862,-1.084
680,-0.607,0.18,-0.979,-1.49,0.597
681,-1.945,-0.694,1.194,-0.576,0.256
682,-1.041,-1.502,0.594,0.196,0.535
683,-0.56,-0.032,0.136,0.728,-0.897
684,-1.029,0.263,-1.761,0.288,-0.135
685,0.202,-0.224,-0.285,1.346,0.018
686,0.457,-0.022,-0.623,0.012,-1.286
687,-0.168,2.402,-0.284,-0.963,-0.629
688,-1.236,0.403,0.202,-2.032,-0.643
689,-0.97,-0.2,-0.39,1.332,-0.47
690,-0.468,0.924,-0.974,-0.682,0.58
691,-0.027,0.053,1.073,-2.084,1.845
692,1.013,0.671,-1.795,-0.302,-2.313
693,-0.125,0.89,-0.191,-0.008,-0.062
694,-0.281,0.173,-1.472,0.594,-0.703
695,1.273,0.362,-2.524,1.113,0.491
696,-0.342,0.402,-0.074,1.589,-1.024
697,-1.31,-2.227,1.167,-0.583,-0.677
698,-0.572,0.664,0.27,0.738,-0.28
699,-0.63,-0.269,-1.261,-1.282,0.216
700,-0.941,0.527,-0.354,0.527,-0.967
701,0.179,1.057,-1.602,-1.006,-0.444
702,1.07,0.783,-1.656,-1.043,1.363
703,-0.206,-0.75,0,-1.601,1.852
704,0.468,1.826,-0.435,-1.334,1.874
705,0.88,-0.38,-0.219,0.909,-1.548
706,-0.542,-0.923,-0.52,-0.503,-0.078
707,0.194,0.171,0.521,-0.484,1.075
708,-0.271,-0.582,0.311,-0.543,0.231
709,1.692,0.74,0.276,2.544,1.148
710,0.998,-0.622,1.044,-0.168,1.028
711,-0.058,-0.117,-1.454,-0.655,1.316
712,1.005,2.548,-0.12,-2.237,-0.196
713,0.835,0.929,-0.026,-1.376,-1.241
714,1.048,0.328,0.318,-0.489,1.103
715,1.447,1.258,-1.269,-0.424,0.242
716,0.269,-0.455,-0.317,1.093,-3.261
717,-1.312,-0.829,-0.97,0.673,-0.088
718,0.021,-0.255,-0.798,-0.61,-0.004
719,-0.185,0.562,-0.333,-0.748,-0.837
720,0.531,0.868,-0.024,0.253,-0.122
721,0.295,-0.741,0.337,-0.543,0.77
722,1.37,0.335,-0.264,-0.448,2.121
723,-1.022,-0.612,-0.449,-0.271,0.572
724,0.031,-1.362,1.021,-1.711,1.088
725,0.316,-0.091,-1.789,1.574,0.348
726,0.18,-0.198,-0.073,-0.444,0.824
727,0.546,0.936,1.217,0.033,-1.074
728,0.358,0.605,1.945,0.43,-1.056
729,0.074,-0.672,0.188,-0.922,0.343
730,0.94,-0.714,0.015,-2.197,0.532
731,0.811,0.732,0.289,-0.712,0.954
732,0.639,0.187,0.398,-1.482,-1.111
733,0.552,0.208,-0.789,-1.471,0.071
734,-1.078,0.855,1.164,-0.649,1.029
735,-0.373,-0.352,-0.558,-0.17,-0.598
736,-2.905,0.404,0.397,-0.51,1.549
737,-0.205,-0.536,0.387,-1.068,-0.003
738,-0.673,1.071,1.129,-1.065,-1.912
739,-0.631,-0.118,-1.132,0.491,0.327
740,0.002,1.076,0.579,-2.082,0.248
741,0.643,0.421,-0.615,-0.221,-0.876
742,0.685,0.74,1.107,0.412,-0.734
743,1.084,0.696,-0.929,-0.262,-2.058
744,-1.884,-0.35,-1.221,-0.314,-1.402
745,1.411,-1.136,0.674,-1.85,1.324
746,0.835,-0.473,-0.742,1.156,1.365
747,1.061,2.178,-0.248,-0.41,-0.107
748,-0.099,-0.265,1.156,-0.445,0.036
749,-0.031,0.905,0.013,-1.139,1.112
750,1.451,-0.513,0.676,-0.398,0.277
751,0.906,0.241,-1.176,-0.456,0.688
752,1.108,-0.14,1.967,-0.731,0.371
753,-0.342,-1.01,-0.063,0.023,1.515
754,-2.002,0.108,-1.461,0.677,-1.387
755,0.109,-1.244,-0.781,-1.136,-0.416
756,0.965,0.146,1.844,0.52,-0.325
757,0.805,0.756,-1.585,0.523,-0.525
758,-0.71,-1.225,0.419,0.77,-0.124
759,0.401,-0.075,-1.186,0.365,1.097
760,-1.145,0.259,0.062,-1.075,0.097
761,0.173,0.067,-0.268,0.113,0.267
762,-0.231,0.182,0.319,0.163,1.6
763,0.247,-0.565,-0.57,0.77,0.053
764,-0.282,0.738,0.823,0.345,1.764
765,0.507,-0.412,0.054,0.413,1.634
766,-0.912,-0.735,0.326,-0.239,0.019
767,-0.803,-1.689,0.58,0.383,0.059
768,0.564,-1.074,-0.531,-1.117,1.555
769,-1.292,-0.057,-0.068,-0.238,-0.081
770,-0.498,-0.661,1.268,-0.525,0.57
771,1.293,0.267,-1.489,0.033,-0.062
772,-0.283,0.894,0.727,-2.264,-0.345
773,-1.133,1.425,-1.138,-1.246,0.017
774,-0.689,-2.94,0.642,0.542,-0.575
775,0.661,-0.695,-0.888,-0.731,-0.55
776,-1.155,0.709,0.518,-1.159,-0.361
777,0.616,-0.802,-1.666,0.03,0.702
778,0.385,-0.396,0.13,0.787,-0.744
779,1.601,0.654,-0.64,0.211,1.752
780,0.729,0.09,-0.575,-0.986,-0.996
781,-0.128,-0.383,-1.842,-0.375,-0.353
782,-0.994,0.802,2.054,1.043,0.797
783,-0.062,0.572,2.419,0.918,-1.91
784,-1.729,0.751,2.609,-0.666,-0.775
785,0.226,1.174,-0.572,0.417,-0.384
786,-2.819,-1.509,0.116,1.194,-0.171
787,-0.331,0.573,-1.273,-1.01,-1.664
788,1.013,0.12,1.135,-1.831,1.273
789,-0.892,0.452,-1.444,-1.131,-0.132
790,-0.273,1.357,1.223,0.516,-1.95
791,-0.468,-0.517,-0.619,0.54,-1.21
792,-1.919,0.574,1.576,-1.755,1.812
793,-0.082,-0.206,0.166,-0.568,0.589
794,-1.859,1.385,1.314,0.551,0.73
795,1.717,0.483,-0.036,-0.52,-0.84
796,0.301,0.246,-0.979,1.314,0.048
797,-2.148,0.795,-0.017,-1.466,0.408
798,-1.255,1.404,-0.595,-0.105,-1.657
799,-0.003,1.111,0.851,-0.108,0.53
800,0.032,-1.679,0.087,-1.245,-2.122
801,0.267,-0.748,-1.058,-1.08,-1.38
802,1.199,0.502,-0.187,-0.074,-1.317
803,0.825,0.887,-0.249,-0.502,0.481
804,1.738,0.714,-0.154,-0.882,1.052
805,-0.827,-0.431,0.748,1.723,1.353
806,-2.059,-1.963,0.076,1.63,1.142
807,0.403,0.92,2.108,-0.201,2.057
808,-0.625,1.378,-0.742,-1.229,-0.706
809,2.292,-0.673,0.835,-0.756,0.194
810,2.351,0.712,-0.185,-0.811,0.812
811,-1.019,0.543,-0.042,2.104,-2.015
812,0.323,1.052,0.819,1.862,1.252
813,0.578,-1.33,-0.117,2.033,-1.032
814,1.108,0.177,0.9,-0.195,0.24
815,1.456,0.645,0.801,1.285,-1.02
816,-1.705,-1.136,-0.065,-0.039,0.571
817,0.929,-0.542,-0.39,0.224,0.572
818,-0.222,-1.598,-1.245,0.124,-0.344
819,-1.937,1.657,-0.491,-0.142,0.638
